city,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
 RIYADH,south,520,25,5,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000
 RIYADH,east,300,0,6,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,130000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,north,320,0,5,5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
 RIYADH,south west,432,0,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
 RIYADH,south east,400,20,7,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,120000
 RIYADH,north,350,11,4,4,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,160000
 RIYADH,west,250,0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,800000
 RIYADH,east,375,3,3,4,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,200000
 RIYADH,south,270,0,5,5,4,1,1,0,0,0,1,1,0,0,0,1,1,0,0,80000
 RIYADH,north,400,4,4,4,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
 RIYADH,south,375,10,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,120000
 RIYADH,north east,400,32,7,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,85000
 RIYADH,west,250,4,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,80000
 RIYADH,west,350,6,4,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
 RIYADH,north,300,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,48000
 RIYADH,west,375,0,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45000
 JEDDAH,north,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000
 JEDDAH,east,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000
 JEDDAH,east,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
 JEDDAH,east,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000
 JEDDAH,north,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
 JEDDAH,north,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000
 JEDDAH,east,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000
 JEDDAH,south,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000
 JEDDAH,south,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 JEDDAH,south,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000
 JEDDAH,west,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000
 JEDDAH,north,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000
 JEDDAH,east,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000
 JEDDAH,west,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
 JEDDAH,east,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000
 JEDDAH,south west,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000
 JEDDAH,north east,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000
 JEDDAH,west,350,4,6,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
 JEDDAH,north,170,0,2,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,50000
 JEDDAH,south,380,5,4,4,4,1,1,1,1,0,1,1,0,1,0,1,1,0,1,185000
 JEDDAH,north,300,13,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,80000
 JEDDAH,west,350,5,7,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
 JEDDAH,north,450,6,4,3,3,1,1,1,0,0,1,1,0,1,0,1,1,0,1,220000
 JEDDAH,west,350,0,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 JEDDAH,east,600,0,5,5,5,1,1,1,1,0,1,1,1,1,1,0,1,1,0,350000
 JEDDAH,north,300,3,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,145000
 JEDDAH,south east,350,5,3,4,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,130000
 JEDDAH,east,375,7,5,5,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,90000
 JEDDAH,south east,400,3,6,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,120000
 JEDDAH,east,480,7,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000
 JEDDAH,west,645,0,5,5,4,1,1,1,1,0,0,1,0,1,0,0,1,1,0,180000
 JEDDAH,west,312,5,7,5,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
 JEDDAH,west,750,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,150000
 JEDDAH,east,300,7,3,4,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
 JEDDAH,north,250,0,3,3,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,100000
 JEDDAH,north west,650,9,5,5,5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,320000
 JEDDAH,south,400,7,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
 JEDDAH,south west,95000,0,3,3,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,95000
 JEDDAH,east,550,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,180000
 JEDDAH,north east,600,0,4,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,195000
 JEDDAH,east,320,10,4,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
 JEDDAH,west,330,7,5,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
 JEDDAH,north east,790,21,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,160000
 JEDDAH,west,450,3,5,5,4,0,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
 JEDDAH,west,300,3,3,5,4,1,1,1,1,0,1,1,1,0,1,1,1,0,0,120000
 JEDDAH,south,450,2,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,0,175000
 JEDDAH,west,330,0,5,5,3,1,0,1,1,0,1,1,0,1,0,1,1,0,0,100000
 JEDDAH,north,500,6,4,4,4,1,1,1,1,0,1,1,1,1,0,0,1,1,1,135000
 JEDDAH,east,300,5,3,4,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
 JEDDAH,north,360,8,4,5,2,1,1,1,1,0,1,1,1,0,0,1,1,0,0,60000
 JEDDAH,west,280,5,4,5,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,180000
 JEDDAH,south,400,6,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 JEDDAH,north,350,6,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
 JEDDAH,west,280,5,3,5,3,1,1,1,1,0,1,0,1,1,0,1,1,0,0,50000
 JEDDAH,east,300,9,3,4,4,1,0,1,1,0,1,1,0,0,0,1,1,0,0,85000
 JEDDAH,west,375,9,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
 JEDDAH,north east,220,10,4,3,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,45000
 JEDDAH,south,700,15,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,0,250000
 JEDDAH,south west,550,9,5,4,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,135000
 JEDDAH,west,400,6,7,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,160000
 JEDDAH,south,300,8,3,3,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,85000
 JEDDAH,south,400,3,5,5,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,80000
 JEDDAH,south,560,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,1,0,180000
 JEDDAH,west,350,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,110000
 JEDDAH,west,375,7,4,5,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,100000
 JEDDAH,north,250,5,3,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,90000
 JEDDAH,north,600,8,6,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,85000
 JEDDAH,west,450,5,5,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,140000
 JEDDAH,north,500,0,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140000
 JEDDAH,north,185,0,3,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,60000
 JEDDAH,south,500,10,5,5,4,1,1,1,1,0,1,0,1,1,0,0,1,0,0,250000
 JEDDAH,north east,300,2,6,5,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,110000
 JEDDAH,west,250,6,6,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,150000
 JEDDAH,south,360,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,110000
 JEDDAH,west,230,0,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
 JEDDAH,north west,300,0,5,3,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,40000
 JEDDAH,west,250,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
 JEDDAH,north,450,18,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000
 JEDDAH,south,600,17,5,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
 JEDDAH,north,300,4,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,150000
 JEDDAH,west,375,5,6,5,4,1,1,1,1,0,1,1,1,1,0,0,1,1,0,180000
 JEDDAH,east,1200,12,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,200000
 JEDDAH,west,600,10,7,5,5,1,1,1,1,1,1,1,0,1,1,1,1,0,0,150000
 JEDDAH,east,375,6,6,4,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,120000
 JEDDAH,north,250,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
 JEDDAH,north,1000,14,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,100000
 JEDDAH,south,200,0,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,35000
 JEDDAH,west,250,2,5,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,50000
 JEDDAH,east,312,2,7,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,70000
 JEDDAH,north,1042,0,7,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,140000
 JEDDAH,west,350,2,5,5,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120000
 JEDDAH,north,240,4,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,150000
 JEDDAH,3 شوارع,300,4,3,3,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,180000
 JEDDAH,north,1350,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,200000
 JEDDAH,north,400,8,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,200000
 JEDDAH,north,280,10,5,5,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,100000
 JEDDAH,west,750,13,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
 JEDDAH,east,400,3,5,3,2,0,1,1,1,0,0,1,1,1,0,1,1,0,0,50000
 JEDDAH,north,356,10,5,5,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,125000
 JEDDAH,south,300,0,7,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,45000
 JEDDAH,west,300,0,5,5,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,65000
 JEDDAH,north,400,0,7,4,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,70000
 JEDDAH,north,350,7,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
 JEDDAH,south,375,5,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,170000
 JEDDAH,east,400,2,5,5,4,1,1,1,0,0,1,1,1,1,0,1,1,0,0,65000
 JEDDAH,west,330,0,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,36000
 JEDDAH,west,125,0,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,100000
 JEDDAH,west,514,15,7,4,5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,180000
 JEDDAH,south,492,5,5,5,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,55000
 JEDDAH,north east,211,0,3,3,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,135000
 JEDDAH,west,640,5,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,370000
 JEDDAH,west,300,3,4,4,3,1,1,0,1,0,0,1,1,1,0,1,1,0,0,180000
 JEDDAH,4 شوارع,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000
 JEDDAH,south,380,8,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,100000
 JEDDAH,south,160,5,3,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,95000
 JEDDAH,south,220,0,6,4,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,35000
 JEDDAH,north,430,0,6,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,60000
 JEDDAH,3 شوارع,587,11,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,130000
 JEDDAH,east,280,0,6,4,3,1,1,0,1,1,1,1,0,1,0,1,1,0,1,50000
 JEDDAH,north,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000
 JEDDAH,north west,370,15,3,4,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,120000
 JEDDAH,west,750,25,5,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,190000
 JEDDAH,north,512,8,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,50000
 JEDDAH,south,1200,7,6,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,350000
 JEDDAH,west,313,2,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,65000
 JEDDAH,north,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000
 JEDDAH,west,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000
 JEDDAH,north,300,12,5,4,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,75000
 JEDDAH,east,550,0,7,5,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,115000
 JEDDAH,east,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000
 JEDDAH,west,300,9,6,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
 JEDDAH,south,300,8,4,5,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,85000
 JEDDAH,west,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
 JEDDAH,east,320,4,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
 JEDDAH,north,400,8,6,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 JEDDAH,south,360,7,4,4,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,70000
 JEDDAH,south,300,4,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,85000
 JEDDAH,north,360,5,5,5,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,120000
 JEDDAH,north,250,9,6,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55000
 JEDDAH,east,300,6,5,3,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,150000
 JEDDAH,north,350,0,4,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,3000
 JEDDAH,south east,437,36,7,5,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75000
 JEDDAH,east,300,3,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,120000
 JEDDAH,west,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000
 JEDDAH,west,400,0,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,250000
 JEDDAH,south,350,5,5,3,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,160000
 JEDDAH,south,300,13,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000
 JEDDAH,north,350,11,6,5,3,1,1,0,0,0,1,0,0,0,1,1,1,0,0,80000
 JEDDAH,west,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000
 JEDDAH,north east,350,0,7,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,110000
 JEDDAH,south,375,7,6,3,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110000
 JEDDAH,north,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000
 JEDDAH,west,350,0,7,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 JEDDAH,west,750,17,5,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,150000
 JEDDAH,west,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000
 JEDDAH,east,300,11,5,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,95000
 JEDDAH,3 شوارع,500,23,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,700000
 JEDDAH,north,320,4,7,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,55000
 JEDDAH,south,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000
 JEDDAH,south,350,13,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000
 JEDDAH,north east,155,4,5,5,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,70000
 JEDDAH,north west,300,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000
 JEDDAH,south,290,0,5,5,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,65000
 JEDDAH,west,262,2,6,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,60000
 JEDDAH,west,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
 JEDDAH,north,600,4,5,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,45000
 JEDDAH,south,1,5,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,145000
 JEDDAH,east,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000
 JEDDAH,south,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000
 JEDDAH,north west,303,0,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40000
 JEDDAH,east,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000
 JEDDAH,south east,575,10,6,5,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000
 JEDDAH,north,400,5,5,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
 JEDDAH,south,300,15,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,59000
 JEDDAH,south,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000
 JEDDAH,south,321,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,80000
 JEDDAH,north west,850,25,7,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
 JEDDAH,south,312,0,7,5,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,55000
 JEDDAH,east,660,24,5,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,160000
 JEDDAH,north,375,9,7,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000
 JEDDAH,west,515,0,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,135000
 JEDDAH,west,375,14,5,5,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,90000
 JEDDAH,west,300,4,6,5,3,1,1,1,0,0,1,1,0,1,0,1,1,1,0,65000
 JEDDAH,east,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
 JEDDAH,west,300,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,75000
 JEDDAH,south,650,30,7,5,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,50000
 JEDDAH,east,300,5,6,4,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000
 JEDDAH,east,250,0,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,70000
 JEDDAH,3 شوارع,2500,15,7,3,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,65000
 JEDDAH,3 شوارع,2700,10,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,450000
 JEDDAH,north,276,0,3,4,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,66500
 JEDDAH,west,310,0,6,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,52000
 JEDDAH,south west,608,10,7,5,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,250000
 JEDDAH,north,312,4,5,5,3,1,1,0,1,1,1,0,0,1,0,1,1,1,0,100000
 JEDDAH,east,500,10,5,5,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,150000
 JEDDAH,north,300,0,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50000
 JEDDAH,west,500,2,7,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,220000
 JEDDAH,north,999,0,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1100
 JEDDAH,west,250,4,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,1,65000
 JEDDAH,north,300,10,5,5,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
 JEDDAH,west,300,0,7,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,70000
 JEDDAH,north east,350,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000
 JEDDAH,north west,892,28,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,170000
 JEDDAH,south,420,6,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,45000
 JEDDAH,south,312,0,5,5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,60000
 JEDDAH,north,220,5,5,5,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,70000
 JEDDAH,3 شوارع,400,9,7,5,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,60000
 JEDDAH,north,325,2,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,120000
 JEDDAH,3 شوارع,300,0,5,5,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1300000
 JEDDAH,south,600,17,5,4,5,1,1,1,1,0,1,1,1,1,0,0,1,1,0,170000
 JEDDAH,north,150,10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1000
 JEDDAH,west,310,0,6,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,50000
 JEDDAH,east,350,4,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250000
 JEDDAH,east,400,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,65000
 JEDDAH,west,1141,0,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,1,0,170000
 JEDDAH,south east,600,23,5,5,5,1,0,1,1,0,0,1,0,1,0,0,1,0,0,120000
 JEDDAH,north west,312,17,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,65000
 JEDDAH,north,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,55000
 JEDDAH,east,312,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,60000
 JEDDAH,south,320,0,6,5,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,65000
 JEDDAH,north east,450,7,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
 JEDDAH,east,290,0,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,70000
 JEDDAH,north west,430,0,6,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,0,80000
 JEDDAH,west,312,2,6,5,2,0,1,1,1,0,1,1,0,1,0,1,0,1,1,65000
 JEDDAH,east,500,3,5,5,5,1,1,1,1,0,0,1,0,1,0,1,1,1,0,250000
 JEDDAH,east,231,0,4,4,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,90000
 JEDDAH,south,500,27,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000
 JEDDAH,north,375,10,5,5,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,120000
 JEDDAH,south,480,6,7,5,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,130000
 JEDDAH,north,950,4,7,5,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95000
 JEDDAH,west,312,10,3,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,60000
 JEDDAH,north west,400,2,7,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,220000
 JEDDAH,south,550,7,4,4,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000
 JEDDAH,south west,350,10,4,5,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,120000
 JEDDAH,south west,600,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,95000
 JEDDAH,west,312,0,5,5,3,0,1,1,1,0,0,1,0,1,1,0,1,1,0,85000
 JEDDAH,west,250,3,5,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,65000
 JEDDAH,east,980,31,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,130000
 JEDDAH,3 شوارع,1600,10,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,80000
 JEDDAH,south,435,9,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
 JEDDAH,north,300,4,3,5,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,150000
 JEDDAH,4 شوارع,180,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000
 JEDDAH,east,1111,0,4,4,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1500
 JEDDAH,north,300,4,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 JEDDAH,east,500,20,7,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80000
 JEDDAH,west,250,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,80000
 JEDDAH,north,2500,0,5,5,5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1700000
 JEDDAH,west,250,0,7,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,65000
 JEDDAH,north,375,5,4,4,4,1,1,0,0,0,1,1,0,1,0,1,0,0,0,100000
 JEDDAH,east,400,11,4,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,150000
 JEDDAH,north,500,15,7,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,85000
 JEDDAH,north,250,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,80000
 JEDDAH,4 شوارع,170,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000
 JEDDAH,west,300,0,4,5,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,55000
